,data_file,step_file,label,valid,start_data_row,end_data_row
0,training_data/user_41/train/37/data.csv,training_data/user_41/train/37/step.csv,41,True,0,1080
1,training_data/user_41/train/37/data.csv,training_data/user_41/train/37/step.csv,41,True,1080,2160
2,training_data/user_41/train/37/data.csv,training_data/user_41/train/37/step.csv,41,True,2160,3240
3,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,0,1080
4,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,1080,2160
5,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,2160,3240
6,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,3240,4320
7,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,4320,5400
8,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,5400,6480
9,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,6480,7560
10,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,7560,8640
11,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,8640,9720
12,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,9720,10800
13,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,10800,11880
14,training_data/user_41/train/29/data.csv,training_data/user_41/train/29/step.csv,41,True,11880,12960
15,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,0,1080
16,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,1080,2160
17,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,2160,3240
18,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,3240,4320
19,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,4320,5400
20,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,5400,6480
21,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,6480,7560
22,training_data/user_41/train/11/data.csv,training_data/user_41/train/11/step.csv,41,True,7560,8640
23,training_data/user_41/train/26/data.csv,training_data/user_41/train/26/step.csv,41,True,0,1080
24,training_data/user_41/train/41/data.csv,training_data/user_41/train/41/step.csv,41,True,0,1080
25,training_data/user_41/train/41/data.csv,training_data/user_41/train/41/step.csv,41,True,1080,2160
26,training_data/user_41/train/20/data.csv,training_data/user_41/train/20/step.csv,41,True,0,1080
27,training_data/user_41/train/20/data.csv,training_data/user_41/train/20/step.csv,41,True,1080,2160
28,training_data/user_41/train/20/data.csv,training_data/user_41/train/20/step.csv,41,True,2160,3240
29,training_data/user_41/train/20/data.csv,training_data/user_41/train/20/step.csv,41,True,3240,4320
30,training_data/user_41/train/20/data.csv,training_data/user_41/train/20/step.csv,41,True,4320,5400
31,training_data/user_41/train/20/data.csv,training_data/user_41/train/20/step.csv,41,True,5400,6480
32,training_data/user_41/train/20/data.csv,training_data/user_41/train/20/step.csv,41,True,6480,7560
33,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,0,1080
34,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,1080,2160
35,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,2160,3240
36,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,3240,4320
37,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,4320,5400
38,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,5400,6480
39,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,6480,7560
40,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,7560,8640
41,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,8640,9720
42,training_data/user_41/train/60/data.csv,training_data/user_41/train/60/step.csv,41,True,9720,10800
43,training_data/user_41/train/61/data.csv,training_data/user_41/train/61/step.csv,41,True,0,1080
44,training_data/user_41/train/61/data.csv,training_data/user_41/train/61/step.csv,41,True,1080,2160
45,training_data/user_41/train/61/data.csv,training_data/user_41/train/61/step.csv,41,True,2160,3240
